,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123
375,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
376,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
377,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
378,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-2
379,1,-2,3,2,4,3,4,4,-2,3,3,3,3,3,3,4
380,1,1,1,3,2,1,1,1,4,-2,2,1,1,1,1,1
381,1,1,3,3,2,2,2,3,3,3,2,1,1,1,3,2
382,1,3,3,3,-2,3,3,3,3,3,2,1,1,1,1,1
383,1,1,1,1,-2,1,1,1,3,-2,2,1,1,1,1,1
384,1,3,3,3,2,2,1,2,3,3,2,1,2,2,2,-2
385,1,1,1,1,-2,1,1,1,1,1,1,1,2,1,2,2
386,1,1,1,1,-2,1,1,3,3,3,2,1,2,2,2,2
387,1,1,1,1,-2,1,1,1,-2,-2,3,1,2,2,2,2
388,1,1,1,1,3,1,1,1,3,3,2,1,2,1,3,3
389,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1
390,1,1,4,1,4,4,4,4,4,4,4,4,3,3,3,3
391,2,2,3,3,3,1,3,3,3,3,3,2,3,3,3,3
392,2,2,2,2,-2,2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2
393,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3
394,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
395,2,2,3,3,-2,1,3,3,3,3,3,3,3,3,3,3
396,2,2,-2,3,1,3,3,3,3,3,3,3,3,3,3,3
397,-2,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
398,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3
399,1,1,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2
400,3,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3
401,1,1,2,2,3,3,2,2,4,2,2,2,2,2,1,3
402,3,4,4,4,3,4,2,4,4,4,4,3,4,4,4,4
403,2,3,4,3,4,3,3,3,3,3,3,3,2,3,2,3
404,2,3,4,4,3,3,4,4,4,4,4,4,4,4,-2,-2
405,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4
406,3,2,2,2,2,3,2,3,3,3,2,2,2,3,2,2
407,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4
408,2,-2,3,3,-2,3,2,3,3,3,2,2,-2,-2,-2,-2
409,1,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2
410,4,4,4,3,2,4,2,4,1,2,3,2,4,3,1,4
411,2,3,3,3,3,3,3,3,3,3,2,2,3,4,3,3
412,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3
413,3,3,3,3,2,3,1,3,4,3,3,2,3,2,3,3
414,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
415,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
416,4,4,3,4,4,2,4,4,4,4,4,4,3,3,4,4
417,2,2,3,3,2,3,2,3,4,3,3,2,3,1,1,2
418,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
419,3,3,3,3,3,4,3,3,3,3,3,2,3,4,3,3
420,2,4,3,3,-2,3,3,2,3,3,3,2,3,2,3,4
421,2,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3
422,4,3,4,4,3,4,3,4,4,4,4,4,3,3,3,3
423,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
424,2,3,4,2,4,4,3,4,4,3,2,2,2,3,2,2
425,4,4,4,4,3,3,3,3,3,4,4,2,3,3,3,3
426,4,4,4,4,3,3,2,3,4,3,3,-2,3,3,3,3
427,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3
428,2,2,4,3,3,4,3,3,4,3,2,2,3,2,3,3
429,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
430,-2,1,-2,-2,-2,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2
431,1,1,1,1,-2,1,3,3,-2,-2,2,2,3,3,3,3
432,1,1,3,3,4,1,4,2,4,4,3,2,3,3,3,2
433,1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3
434,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
435,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,-2
436,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3
437,1,1,-2,3,3,1,3,3,3,3,3,3,3,3,3,3
438,1,1,-2,1,-2,1,-2,1,-2,-2,-2,1,-2,-2,-2,-2
439,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3
440,3,2,3,2,4,2,3,2,1,1,1,2,3,2,2,-2
441,3,2,3,3,-2,2,3,3,4,3,4,3,-2,3,-2,2
442,-2,3,3,1,-2,3,3,2,4,2,3,-2,3,-2,-2,2
443,2,3,4,4,3,3,3,3,4,3,3,3,3,3,2,3
444,3,3,4,2,-2,3,-2,3,4,-2,4,3,-2,1,3,4
445,3,3,3,3,-2,3,3,2,4,2,4,-2,3,3,-2,-2
446,1,1,-2,3,-2,2,4,3,4,2,2,2,-2,3,3,2
447,1,1,1,2,2,2,2,2,2,1,1,2,3,1,2,4
448,2,3,3,2,3,2,2,3,4,4,4,4,3,4,3,3
449,2,2,-2,1,2,3,3,4,4,3,4,-2,-2,3,-2,-2
450,-2,2,4,2,3,2,2,3,4,2,3,4,3,2,3,3
451,1,2,-2,1,-2,2,2,2,-2,3,2,-2,-2,-2,-2,3
452,1,1,3,1,3,2,2,1,3,2,1,1,2,1,3,1
453,1,1,1,1,2,1,1,1,4,2,3,1,3,3,-2,4
454,3,1,3,2,3,1,1,1,1,1,1,1,1,1,2,2
455,1,1,3,2,3,1,2,1,3,1,2,1,3,2,2,3
456,2,2,4,3,4,2,2,2,4,4,-2,-2,-2,4,4,-2
457,3,3,3,2,3,2,4,2,4,2,3,1,2,2,3,3
458,2,2,3,2,3,2,2,3,4,3,3,3,3,3,4,4
459,3,2,3,3,4,3,3,3,3,4,2,1,3,1,-2,-2
460,1,1,4,4,4,1,1,4,4,4,4,1,2,3,3,3
461,1,1,2,4,1,1,1,4,2,1,1,1,1,2,3,3
462,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
463,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
464,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
465,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
466,1,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3
467,3,1,3,2,2,2,2,1,4,4,4,1,4,4,2,2
468,1,1,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2
469,1,1,2,4,1,1,1,1,1,1,1,1,4,4,4,4
470,2,2,2,2,3,1,1,-2,2,-2,1,1,4,4,4,4
471,2,2,2,2,4,1,2,3,4,-2,-2,1,4,4,4,4
472,1,2,2,1,1,1,1,1,4,1,1,1,1,1,4,4
473,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3
474,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
475,1,2,2,2,3,1,1,2,2,2,2,1,2,2,2,3
476,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
477,2,1,2,3,4,1,1,4,4,4,1,1,4,4,4,4
478,1,2,2,2,3,1,1,1,1,1,1,1,2,2,2,3
479,2,2,2,2,4,1,1,3,3,3,1,1,1,1,4,4
480,1,2,2,2,2,3,3,4,2,3,3,4,2,3,3,4
481,1,2,2,3,2,3,4,4,3,3,2,3,3,3,2,3
482,1,2,2,2,3,3,2,3,4,3,2,4,3,2,3,3
483,2,3,3,4,3,4,3,3,2,3,3,2,4,3,4,3
484,2,3,3,2,3,3,4,4,2,2,3,2,1,2,2,3
485,1,3,3,2,2,3,2,2,2,3,4,4,2,3,3,3
486,2,1,1,2,3,2,2,3,4,4,4,4,2,3,3,4
487,4,1,3,2,3,2,4,4,2,3,4,3,3,4,2,2
488,2,2,3,2,3,3,4,3,2,2,3,2,2,2,3,3
489,3,4,2,3,2,4,3,3,2,3,4,3,3,3,2,4
490,3,2,4,3,4,3,4,3,4,4,4,4,2,2,3,4
491,2,2,2,3,2,3,2,3,3,3,2,2,3,2,1,2
492,3,2,3,4,3,2,1,2,1,2,3,3,3,2,4,3
493,2,3,2,3,2,3,2,4,2,1,3,2,2,3,4,2
494,1,2,3,2,2,2,3,3,2,3,4,4,3,2,2,3
495,2,3,2,1,2,3,2,4,3,1,3,2,2,3,1,2
496,2,2,3,2,2,3,2,2,3,2,3,3,3,2,3,4
497,1,2,2,2,3,4,3,1,3,3,2,4,2,3,3,4
498,2,3,4,2,3,1,1,1,2,3,4,3,2,3,2,4
499,2,3,2,4,3,2,4,1,2,3,2,2,3,2,3,3
500,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,3
501,2,2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
502,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
503,2,2,3,2,2,2,2,2,4,2,2,1,3,3,3,3
504,1,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3
505,-2,2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
506,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
507,1,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
508,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
509,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3
510,1,1,2,2,3,1,3,3,3,3,3,1,-2,-2,-2,-2
511,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
512,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
513,1,1,3,3,3,2,3,3,4,4,3,2,-2,-2,-2,-2
514,1,1,3,3,3,2,3,3,4,-2,4,2,-2,3,-2,3
515,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4
516,4,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
517,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
518,2,2,2,3,3,1,3,3,3,3,3,2,3,3,3,3
519,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
520,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
521,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,-2
522,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
523,2,3,3,1,1,2,2,4,3,1,1,1,1,1,1,1
524,3,4,3,3,4,-2,-2,4,4,4,4,4,4,4,3,4
525,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,2
526,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3
527,1,2,-2,1,-2,1,1,3,-2,-2,-2,-2,-2,-2,-2,-2
528,3,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3
529,2,3,4,2,4,4,4,4,-2,-2,4,-2,-2,-2,-2,-2
530,3,4,3,3,4,3,3,4,4,4,4,4,4,3,4,4
531,1,1,3,3,3,1,2,2,-2,-2,4,4,3,2,3,1
532,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
533,1,2,3,2,-2,2,3,3,-2,-2,-2,-2,-2,-2,-2,-2
534,3,4,3,3,3,3,3,4,4,4,3,3,4,3,4,4
535,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,4,4
536,3,4,3,2,-2,4,4,4,4,4,4,4,4,4,4,4
537,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
538,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
539,4,4,4,3,4,4,4,4,-2,-2,-2,4,4,-2,-2,-2
540,2,3,3,2,3,2,3,3,3,3,3,3,4,2,-2,-2
541,2,3,4,1,1,2,2,4,1,3,4,3,2,2,3,3
542,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
543,1,1,4,4,1,2,1,2,4,-2,3,1,1,1,3,-2
544,1,1,-2,3,3,3,3,3,3,3,3,3,-2,-2,-2,-2
545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
546,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
547,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
548,2,4,3,2,4,4,-2,-2,-2,2,2,3,2,2,3,1
549,1,2,4,2,2,2,3,4,3,1,2,2,2,1,4,2
550,1,1,1,1,2,1,1,1,4,-2,1,1,1,1,1,1
551,1,1,1,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
552,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
553,4,4,4,3,3,3,3,4,4,4,3,3,3,3,-2,4
554,1,1,4,2,1,1,1,-2,-2,-2,3,1,1,1,3,4
555,3,3,3,3,3,3,3,3,3,3,3,3,-2,-2,-2,-2
556,1,2,4,4,-2,1,1,1,-2,-2,1,1,-2,3,4,4
557,1,1,3,1,-2,1,1,2,4,2,2,1,1,4,1,4
558,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
559,3,4,4,3,4,4,3,4,4,4,3,3,4,3,3,4
560,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4
561,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
562,1,1,3,3,3,1,3,3,3,3,3,3,4,4,4,4
563,1,1,3,3,3,1,3,4,4,3,3,3,-2,-2,-2,-2
564,1,4,4,4,4,4,4,4,4,4,4,4,2,1,2,1
565,1,1,4,4,3,1,1,1,1,1,1,1,1,1,1,1
566,1,1,4,3,3,1,1,1,1,1,1,1,3,3,3,3
567,1,1,3,3,1,1,3,4,4,4,1,1,4,4,1,2
568,1,1,4,4,4,1,1,4,4,4,1,1,4,4,4,4
569,1,1,4,4,4,1,1,1,1,1,1,1,4,4,1,4
570,1,1,3,2,3,1,2,3,2,3,2,3,3,3,3,3
571,2,2,2,2,2,2,2,3,3,3,3,1,4,4,2,4
572,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
573,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
574,1,1,2,1,1,1,1,-2,-2,-2,1,1,2,2,2,2
575,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
576,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3
577,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3
578,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
579,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
580,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
581,1,1,1,1,4,1,1,-2,-2,-2,2,1,1,1,3,4
582,1,1,2,1,2,1,2,2,2,2,4,4,3,3,3,3
583,1,1,3,3,3,1,3,3,3,3,3,3,2,3,3,3
584,-2,1,2,2,4,1,1,4,4,4,2,1,4,4,2,4
585,1,1,1,1,2,1,1,4,4,3,2,1,4,4,4,4
586,1,1,2,1,-2,1,1,1,1,1,1,1,3,3,1,4
587,1,1,3,3,4,1,1,1,1,1,1,1,3,3,2,3
588,1,1,3,3,4,1,1,4,4,4,-2,1,3,3,4,4
589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
590,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3
591,1,1,4,4,4,4,4,4,4,4,4,4,3,3,3,3
592,3,3,3,3,3,3,3,3,3,3,2,1,2,2,3,3
593,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
594,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
595,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
596,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
597,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
598,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4
599,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3
600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
601,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3
602,1,2,2,3,3,2,3,3,3,3,3,3,4,4,4,4
603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
604,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
605,1,2,3,3,2,2,2,2,2,3,2,3,4,1,1,3
606,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
607,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
608,1,2,2,2,2,1,1,1,1,3,2,2,3,3,3,3
609,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
610,1,1,4,4,4,1,1,4,4,4,4,1,2,3,3,3
611,1,1,1,2,4,1,1,1,4,2,1,1,1,1,2,3
612,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
613,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
614,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3
615,1,1,2,4,1,1,1,1,1,1,1,1,4,4,4,4
616,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
617,1,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3
618,1,3,2,2,2,2,1,4,4,4,4,1,4,4,2,2
619,1,1,1,2,2,2,2,2,2,2,2,2,-2,-2,1,-2
620,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3
621,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
622,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
623,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
624,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
626,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
627,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
628,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
629,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4
630,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4
632,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4
633,1,2,2,2,2,2,2,2,4,4,1,1,4,4,4,4
634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
635,1,1,2,2,2,2,2,2,3,2,2,2,4,4,4,4
636,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
637,2,2,3,2,4,1,1,1,2,2,2,1,1,1,2,4
638,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2
639,2,2,4,3,4,1,4,4,4,4,4,1,1,1,4,1
640,2,3,3,3,-2,3,-2,-2,-2,-2,-2,-2,3,-2,-2,2
641,3,3,3,3,4,3,2,3,4,4,4,3,3,3,3,4
642,3,3,4,3,4,3,3,3,4,4,4,4,4,3,-2,2
643,2,3,3,3,-2,3,-2,-2,-2,-2,-2,-2,3,-2,-2,2
644,2,3,3,3,-2,3,-2,-2,-2,-2,-2,-2,3,-2,-2,2
645,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
646,2,3,3,3,-2,3,-2,-2,-2,-2,-2,3,3,-2,-2,2
647,2,3,3,3,-2,3,-2,-2,-2,-2,-2,3,3,-2,-2,2
648,-2,-2,-2,3,3,3,3,3,4,4,4,4,4,4,4,-2
649,3,3,3,3,3,3,3,3,3,3,3,3,-2,-2,-2,4
650,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
651,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
652,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
653,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
654,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1
655,3,4,4,4,4,4,4,4,4,4,4,-2,3,3,3,4
656,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
657,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-2
658,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
659,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
660,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1
661,3,3,4,4,4,3,3,4,4,4,4,4,1,3,3,3
662,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
663,3,3,3,3,-2,3,3,3,4,4,2,4,2,2,2,2
664,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
665,3,4,4,4,-2,2,2,4,4,4,3,-2,3,3,2,2
666,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
667,3,3,3,2,4,2,2,3,4,4,4,3,3,3,2,2
668,3,3,3,3,2,3,3,2,2,4,2,2,3,3,2,2
669,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
670,1,1,1,1,1,1,2,2,2,2,3,4,3,2,2,2
671,1,1,3,1,-2,3,3,3,3,4,4,3,3,3,3,3
672,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
673,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
674,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
675,1,3,2,2,-2,3,3,4,3,4,1,-2,3,2,2,2
676,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
677,3,3,3,2,-2,3,3,3,3,3,3,3,3,3,-2,2
678,1,3,3,1,-2,2,2,2,2,2,2,2,1,3,1,1
679,2,3,2,2,-2,3,3,3,4,-2,-2,3,3,2,3,-2
680,1,1,3,3,-2,1,3,3,4,4,4,2,3,3,4,3
681,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
682,2,2,3,3,-2,2,3,3,4,4,4,2,4,4,4,4
683,1,1,3,3,3,2,3,3,4,4,3,2,3,3,3,3
684,1,1,3,3,3,2,3,3,4,-2,2,-2,3,-2,3,3
685,1,1,2,3,3,2,3,3,4,4,3,2,3,3,3,3
686,1,1,3,3,4,2,3,3,4,4,4,2,4,4,4,4
687,1,1,3,3,3,1,3,3,3,3,3,2,3,3,3,3
688,1,1,2,2,-2,1,3,2,3,-2,3,2,-2,-2,-2,-2
689,2,2,3,3,-2,2,4,4,4,4,4,2,4,4,4,4
690,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
691,2,2,3,3,-2,2,3,3,4,4,3,3,4,4,4,4
692,3,2,3,3,3,2,3,2,3,3,2,2,3,3,3,4
693,1,1,2,2,2,2,3,3,3,3,3,1,3,3,3,2
694,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,3,3
695,1,1,3,3,3,2,3,3,3,3,3,1,3,3,3,3
696,1,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3
697,1,1,1,1,-2,1,3,1,-2,-2,3,1,-2,-2,-2,-2
698,2,2,-2,-2,-2,2,3,2,-2,-2,-2,-2,3,3,3,3
699,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,4
700,4,3,4,3,3,3,4,4,4,4,3,3,3,3,3,3
701,-2,2,3,-2,4,2,3,3,4,4,3,3,3,3,-2,-2
702,4,3,3,4,2,4,4,4,4,4,2,2,2,3,3,2
703,3,3,4,4,4,3,3,3,4,4,4,-2,4,-2,-2,-2
704,3,3,4,3,4,3,3,3,4,4,3,3,4,4,4,4
705,4,3,3,3,4,2,3,3,4,4,4,3,4,4,4,4
706,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4
707,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3
708,3,4,2,4,4,4,4,4,4,4,2,3,3,3,4,4
709,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
710,4,4,4,3,2,4,2,4,1,2,3,2,4,3,-2,-2
711,1,1,1,1,1,1,1,1,3,3,1,1,1,1,-2,-2
712,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
713,2,4,3,3,4,4,3,2,2,3,3,4,4,2,2,3
714,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
715,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1
716,1,1,4,3,4,1,1,4,4,4,4,1,1,1,1,4
717,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
718,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
719,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
720,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
721,1,1,4,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
722,1,1,3,3,3,2,3,3,-2,3,3,2,3,4,3,3
723,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
724,1,1,2,3,3,2,3,3,3,3,3,3,4,4,4,4
725,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3
726,1,1,2,2,2,2,3,2,3,3,3,2,3,3,3,3
727,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3
728,2,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
729,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,-2,-2,-2,-2
730,1,1,1,1,1,1,1,1,4,-2,1,1,1,1,1,1
731,2,3,3,3,2,2,2,2,3,3,3,1,2,2,2,3
732,-2,2,3,1,2,-2,1,2,-2,2,2,1,3,2,1,1
733,3,2,3,3,4,2,3,4,4,4,2,3,3,2,3,3
734,1,1,1,2,-2,2,2,3,3,3,2,1,1,1,1,1
735,2,1,2,2,2,1,2,1,3,1,2,1,2,2,2,2
736,1,3,3,3,2,2,2,2,3,3,3,1,1,1,1,2
737,2,3,4,4,3,3,2,3,4,3,3,2,3,2,2,1
738,1,1,1,1,-2,1,1,1,2,2,2,2,1,1,1,1
739,3,2,3,3,3,2,1,1,3,1,2,2,1,2,3,-2
740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
741,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3
742,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4
743,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
744,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4
745,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
746,1,1,3,3,3,1,3,3,3,3,3,3,4,4,4,4
747,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
748,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
749,1,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4
750,1,1,2,2,4,1,1,1,4,2,1,1,1,1,3,4
751,1,1,4,4,-2,1,4,4,4,4,4,1,4,4,4,4
752,2,1,4,4,4,1,4,4,4,4,2,2,3,3,4,4
753,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
754,1,1,4,4,1,1,1,1,1,1,1,1,3,3,3,4
755,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
756,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,-2
757,3,1,3,3,4,1,1,1,1,1,1,1,4,4,2,2
758,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1
759,1,1,4,4,4,1,1,4,4,4,4,1,2,4,4,4
760,-2,3,3,2,-2,3,4,3,3,-2,3,3,-2,3,-2,-2
761,1,2,4,4,2,2,3,2,4,4,4,2,2,1,2,2
762,2,1,2,2,4,1,1,1,4,3,4,3,2,2,3,4
